movie_title,comment,tag
霸王别姬,打多少分都不够，整个中国都浓缩进了这一百多分钟。认知障碍人戏合一的虞姬，庸俗圆滑鲁莽负心的霸王；洒脱纯洁的妓女，深埋信仰的徒弟。人生在世，想活的好居然是不可能的事。,剧情 爱情 同性
霸王别姬,"哥哥真是绝代芳华。
故事很虐，却也很真实，心疼蝶衣。",剧情 爱情 同性
霸王别姬,在时代面前，我们什么都不是。,剧情 爱情 同性
霸王别姬,说好了是一辈子 差一年 一个月 一天 一点 一个时辰都不算是一辈子。,剧情 爱情 同性
霸王别姬,五星给哥哥张国荣，给张丰毅，给巩俐，给陈凯歌导演，给片头客串的蒋雯丽。。。陈凯歌导演的巅峰之作，应该无法超越了。,剧情 爱情 同性
霸王别姬,哥哥在戏里面举手投足一颦一笑皆是风情 经典就是经典 不会因为时间而褪色,剧情 爱情 同性
霸王别姬,还没上小学的时候就跟着大人看过了，虽然那时候不懂什么意思，但有些画面至今仍然记得。这就是经典吧！,剧情 爱情 同性
霸王别姬,"不晓得为什么。。。看完之后最喜欢的角色居然是菊仙。。。这女人不容易啊。。。而且。。。段小楼应该对蝶衣应该是没有爱情的吧。。。。╮(￣▽￣"")╭ 。。。",剧情 爱情 同性
霸王别姬,哥哥真的让人心疼，电影真的很好,剧情 爱情 同性
霸王别姬,人生的逢场做戏哪比戏里少。最懂蝶衣的人其实是菊仙。,剧情 爱情 同性
霸王别姬,你妹，搞最後原來菊仙才是最decent那個，這諷刺我給滿分！ 看得太TM煎熬! (CR類型的都是大考驗，我覺得看這比看Holocaust的要難受多了，今年還是50週年。。。92，93的時候其實還挺寬鬆，現在根本不可能拍這種題材了吧。。。更讓人心寒。。,剧情 爱情 同性
霸王别姬,历史挂图游戏，一切投机元素的集合。,剧情 爱情 同性
霸王别姬,"还是哭了。
程蝶衣，我是假霸王，你是真虞姬。
你太美，段小楼不配。",剧情 爱情 同性
霸王别姬,小尼姑年方二八，正青春被师父削去了头发。我本是男儿郎，又不是女娇娥~,剧情 爱情 同性
霸王别姬,一个假霸王，两个真虞姬,剧情 爱情 同性
霸王别姬,剧情的冲突，人物的冲突推动着故事的发展，以中国最深的文化底蕴京剧反映了当时的社会，这部剧之所以经典大概是因为无论何时看都能引人深思，最后说句哥哥演得真好😭,剧情 爱情 同性
霸王别姬,在了解到北京红8月的背景以后，再看一遍又有了新感受。结合到陈凯歌当年在老舍投湖路上曾经遇见过他的这件事，三人组被批斗的场景，很明显就是在还原八二三事件，老舍当天在回家路上碰见批斗萧军的场面，他的司机跳出来指认其身份，作家草明揭露他把《骆驼祥子》卖给美国挣美元，于是老舍等一行30多人被hwb用大卡车带去孔庙开批斗大会，（影片中也特地选了孔庙作为拍摄场地）当时被带去孔庙还有一些京剧戏剧工作者，数百名hwb燃起熊熊的大火，焚毁戏剧服装、道具、书籍等，这场施暴持续三个小时之久，虽然老舍侥幸逃脱被当场打死的下场，但被恐吓明天会继续批斗，老舍不堪其辱投湖自尽，从剧情安排上说，李碧华原著只是说批斗，但电影把真实事件和戏剧拼接地如此天衣无缝，无愧是少数理解了原著精神并改编得高于原著的作品,剧情 爱情 同性
霸王别姬,总是太入戏的姬，总是随时代呆笨转向的霸王。最后在尘埃中，在一切的缺憾下，终于演成了那一出,剧情 爱情 同性
霸王别姬,"要想人前显贵，必定人后受罪。
四个时代，有人随波逐流，有人拒绝改变。而当一切尘埃落定，程蝶衣依旧选择了拿着他曾经送给师哥的那把剑自杀：再见了师哥，愿来生你不是霸王，我不再是虞姬。
“力拔山兮气盖世”愿历尽千帆，归来仍是少年。有人回不去了，有人从未改变。",剧情 爱情 同性
霸王别姬,霸王斗不过时间，虞姬别了爱情,剧情 爱情 同性
霸王别姬,其实，张国荣先生真的是百年一遇的奇才，他的作品都是最棒的！致敬张国荣先生！,剧情 爱情 同性
霸王别姬,跟原著相比改动很多，戏剧性极度浓缩增强，四儿和菊仙的戏份改动很多，结局也改了，如果很熟悉原著的话看电影会觉得太drama了有点难以接受。隐去了很多露骨的部分，大太监和袁四爷的戏份细节都有删改，关爷正好在北平解放那一天去世，戏剧性太强反而失真了。原著的时间跨度很长，这里很浓缩，我感觉节奏太快。菊仙的戏份多了很多，功能性增强，而且她给蝶衣擦小楼啐的口水，蝶衣戒大烟的时候哄他，这两个细节非常惊艳，把菊仙写出了立体的母性和善良。剧情最大的bug是蝶衣揭发菊仙是妓女，但是所有人都知道她是妓女，怎么能是他的揭发直接导致她被斗呢，这台词功能强，但是内容错了。因为我非常喜欢原著，四年级熬夜看的，在被窝里哇哇大哭，所以对电影很严格。即使这样我愿意给五星，我提出的缺点没有一样能影响这个评价。,剧情 爱情 同性
霸王别姬,"我有多喜欢菊仙就有多讨厌程蝶衣。恭维点叫不疯魔不成活，刻薄点叫自我感动的神经病。非常不喜欢陈凯歌的一点是他扯出这一席宏伟叙事只是为了“硬以悲剧写深情”，时代背景和历史命运纯粹摆拍板，故事发展怎么样他根本不关心，因为这就是一场往死里煽的“虞姬哭项羽”。
从“人”沦落为“角”更说明了角色视角根本不具一窥时代的能力。就这也好意思串连封建→资产→无产三种阶级？现实主义者看这种沙垒浮沫和云中楼阁气不气呀？我就问你气不气！
三星全给菊仙和小豆子（角色和选角极美）。但是，我全程直呼“我靠他SBEE吧”，都是因为程蝶衣老神经病不断迫害本片唯一外柔内刚、有情有义、双商在线、美若天仙的女主角，气得我想死。还有哦，这个剧作实力250top2我严重怀疑大众审美和大众对神经病的忍受程度……骂完了，陈凯歌，我恨你。♡",剧情 爱情 同性
霸王别姬,哥哥的程蝶衣真的太经典了,剧情 爱情 同性
霸王别姬,印象最深的是他们欺负程蝶衣那段，太心疼了,剧情 爱情 同性
霸王别姬,中国电影怎么说，只要忠实（甚至还可以稍微美化）一下中国人民的真实处境，都是一望无际的残忍视觉奇观,剧情 爱情 同性
霸王别姬,陈凯歌的巅峰之作,剧情 爱情 同性
霸王别姬,又在大银幕上看到了35毫米胶片一次，无愧于经典二字,剧情 爱情 同性
霸王别姬,有人问，你看过最多次的电影是什么，大概是人生的缩影，，人生如戏，戏如人生,剧情 爱情 同性
霸王别姬,陈凯歌今后的所有作品都在证明这部不是他拍的,剧情 爱情 同性
霸王别姬,程蝶衣最后活成了虞姬，可段小楼却不再是那西楚霸王。蝶衣和小楼经历时代的起起落落，最后还是被文革打倒，覆灭。菊仙的结局令人唏嘘，蝶衣虽然死了，可他的一生活得值了,剧情 爱情 同性
霸王别姬,「一个个都他妈忠臣良将的摸样……敢情欺负的还是中国人。」,剧情 爱情 同性
霸王别姬,男人阳污，女人淫秽,剧情 爱情 同性
霸王别姬,个人认为是近几十年中国电影的顶峰之作，哥哥真是用生命在表演。,剧情 爱情 同性
霸王别姬,在B站随便打开一个文艺评论视频，旁边第一个广告位都在那可劲推戴锦华的付费课“《霸王别姬》是你心目中最好的华语电影吗？”高强度广告推送也确实引起了好奇就来看看这片。翻译一下剧情：寄生在封建地主阶级上的封建糟粕文化从业者在带清、北洋、日据、果党统治下都能活的有模有样，唯独到了“劳动人民”的社会一下子坠入了地狱。（枪毙袁四爷那段B站居然还有nt弹幕“他做错了什么啊，为什么要枪毙他”）过于敏感的内容也不多说，陈带导演之流但凡有一个人能在自己的电影里搞清楚官办hwb和zfp的区别我都不会对这帮人有如此深的反感。如果这就是戴锦华所谓的“最好的华语影片”，那确实能很方便看出她到底是什么水平和成分。,剧情 爱情 同性
霸王别姬,重看此片，又生出一些新的感慨。这就是所谓经典，任何时候拿出来重温，它非但能像以往那样再一次击中你，同时还会让每个不同阶段的你在观看的时候生出以前从未有过的感想。不疯魔不成戏，可以想象当时创作这部电影的人都是忘我投入的吧！这部剧至今为止都是我心目中中国电影最佳。,剧情 爱情 同性
霸王别姬,你当今儿是小人做乱，祸从天降！不是，不对！是咱们自各儿一步一步，一步步走到这步田地来的！报应！我早就不是东西了！连你楚霸王都跪下来求饶了，那这京戏他能不亡嘛？他能不亡嘛？报应！报应！,剧情 爱情 同性
霸王别姬,我心中的华语经典之作，想起当初看《霸王别姬》，哭了整整两包纸巾，那种痛彻灵魂的体悟，至今难忘。永远的程蝶衣，永远的张国荣，永远怀念哥哥！,剧情 爱情 同性
霸王别姬,“往事不要再提，人生已多风雨，纵然记忆抹不去，爱与恨都还在心里”，程蝶衣的爱纯粹而固执，也导致了他一生的悲剧……哥哥这个角色在我心里的烙印最深，一回眸一转身，一颦一笑，还有那种低眉泪目的脆弱无助，永远忘不了……他是永远的程蝶衣，是不可复制的经典！,剧情 爱情 同性
霸王别姬,力拔山兮气盖世，时不利兮骓不逝。,剧情 爱情 同性
霸王别姬,这部电影让我想起了《活着》《许三观卖血记》，貌似这类反映文化大革命题材的电影或者文学作品的评价都相对会高一些，哥哥真的很帅！,剧情 爱情 同性
霸王别姬,戏与人生，那个对你来说才是真实的？,剧情 爱情 同性
霸王别姬,《霸》沉重得有些残酷。它借助戏外–戏内的互文本语境展现段小楼与程蝶衣性别倒错与暧昧的同性关系。横幅上所书:风华绝代，超验地成为了程蝶衣命运的判词。并通过二人的感情纠葛如京剧“描绘脸谱”般一笔笔勾勒出中国人，中国社会传统的生存状态以及近代政治的断片，既荒诞不经，又无比精准写实。,剧情 爱情 同性
霸王别姬,事实上，在影片《霸王别姬》的故事中，这段真切清晰的现当代中国编年史的句段，只是酷烈跌宕的悲剧人生得以出演的一幅景片，它不复意味着对某种权力话语的消解或重建，而只是戏梦人生间的一个不甚了了的索引，只是结构人物间恩怨情仇的一个借口般的指涉。这段对陈凯歌及其同代人有着切肤之痛的现当代中国历史，在影片中只是景片般地映衬出一个绝望的“三角恋爱”——经典的情节剧的出演。每一个可以真切指认、负载中国人太过沉重的记忆的历史时刻，都仅仅作为一种背景放映，为人物间的真情流露与情感讹诈提供了契机与舞台，为人物的断肠之时添加了乱世的悲凉与宿命的苦涩。——戴锦华《电影批评》 。,剧情 爱情 同性
霸王别姬,最懂程蝶衣的居然是菊仙，这两人居然爱上同一个男人。,剧情 爱情 同性
霸王别姬,"喜欢张国荣的霸王别姬
演技不然一般的
眼神特别到位～👍",剧情 爱情 同性
霸王别姬,那一声哥哥，就是永远的哥哥,剧情 爱情 同性
霸王别姬,委屈和纠结。整个故事就好像一个可以窥见人性的深渊。,剧情 爱情 同性
霸王别姬,我觉得程蝶衣这样的人在传统中国这样一个人际关系无比重要、人人都是政治动物的社会中根本不可能存在，现实中的文艺名家哪个不是人精？感觉传统日本比较可能养出这样的人。另外，程蝶衣不在十年动乱中自杀，却在粉碎四人帮、拨乱反正后的“尧天舜日”之下自杀，现在想想当时允许这样拍真不容易。,剧情 爱情 同性
霸王别姬,一部经典之作，哥哥的扮相让人惊艳，对于艺术的追求让人印象深刻。虞姬就是程蝶衣，程蝶衣就是虞姬。,剧情 爱情 同性
霸王别姬,一辈子是多长，也许台词有它的理解，但我的理解就是和爱人在一起就是一辈子。,剧情 爱情 同性
霸王别姬,永远的哥哥……不朽的纯洁又绝望的爱，虞姬是你，世上却早无霸王。愿所有真情都能善终……,剧情 爱情 同性
霸王别姬,婊子有情，戏子有义。,剧情 爱情 同性
霸王别姬,一直留到现在才看 盛名之下 深深的失望 让我挥之不去的竟然只有幼年小豆子 历史京剧政治 看似什么都讲了 其实什么都没讲 只徒有一个大时代的空壳,剧情 爱情 同性
霸王别姬,不忍。,剧情 爱情 同性
霸王别姬,补标经典，莫名觉得哥哥和张风毅风格很搭。旧时代的戏班子好残酷啊，红色年代也好疯狂-_-#,剧情 爱情 同性
霸王别姬,而今台下坐的可都是劳动人民，唱不唱的，您自己看着办吧,剧情 爱情 同性
霸王别姬,每看一次，每次都久久无法自己，惋惜哥哥的大好人生。,剧情 爱情 同性
霸王别姬,烂片 浪费3个小时,剧情 爱情 同性
霸王别姬,师哥，我跟你说，有个叫青木的日本人，他是懂戏的。,剧情 爱情 同性
霸王别姬,霸王是假霸王，负了蝶衣也负了菊仙。,剧情 爱情 同性
霸王别姬,旧社会把鬼变成人，新社会把人变成鬼。较有意思的是袁四这个角色，虽然总觉得葛优丑而且搞笑。袁四这种貌似各朝各代都吃得开，在法庭上指着法官鼻子怒斥“你污蔑国学”的人……落到土鳖革命造反派手里却只能一声不吭被game over，说明土鳖才是碾压一切的终。极。大。杀。器。啊。,剧情 爱情 同性
霸王别姬,伟大的电影就是这样：见天地，见世相，见人生。9.5,剧情 爱情 同性
霸王别姬,对艺术与个体的不尊重，历来都是有传统的。,剧情 爱情 同性
霸王别姬,哥哥的程蝶衣真的是经典呀，现在看也是相当惊艳,剧情 爱情 同性
霸王别姬,别的不用多说，就张国荣的音容笑貌我现在还记得一清二楚，那个眼神简直要把人魂勾走，太好看了，简直比巩俐还美，美人啊……,剧情 爱情 同性
霸王别姬,千言万语不知道如何说，电影真是一门艺术，两个半小时能够囊括这么多东西。,剧情 爱情 同性
霸王别姬,荡气回肠 羞愧难当,剧情 爱情 同性
霸王别姬,感触是这班人解放前的生活真够腐朽没落，绝对需要被狠狠的涤荡一下灵魂。袁四爷被枪毙的时候，段小楼还十分不解，可见其与群众之脱离。就像程蝶衣说的，今天这步田地都是自己走出来的，怨不得别人。,剧情 爱情 同性
霸王别姬,内涵的点太多了，无以言表。他们熬过了童年时疼痛的皮肉之苦，成名后的乱世俗人，日本人的霸道凌厉，国民党的蛮横粗暴，无论是穷是富，他们总能坦然面对，却唯独倒在了看似一切太平的文化大革命，逼得人格错乱精神崩溃家破人亡。戏，终究抵不过历史的钢铁洪流，仿佛人生也是一场如梦似幻的大戏，只不过最后是喜是悲，就看历史这场戏怎么演了。张国荣奉献了最阴柔的一面，巩俐张丰毅葛优演技纯熟老练，几个小孩子更是可圈可点。戏，社会，历史，人生，爱情，政治。看似极难的关键性问题在这部电影里融合的天衣无缝。无愧为世界第二，中国第一之影片。,剧情 爱情 同性
霸王别姬,没有人能认真看完不给5星吧,剧情 爱情 同性
霸王别姬,中国再不会有这样的电影,剧情 爱情 同性
霸王别姬,这部算是陈凯歌的代表作！张国荣张丰毅演技不错👍巩俐我喜欢💕,剧情 爱情 同性
霸王别姬,这么严肃的电影怎么选吴大维来演红卫兵呢？好恶趣味哦。陈凯歌这是学贝托鲁奇的末代皇帝啦。小豆子妈真的是蒋雯丽啊！蒋雯丽当年咋就这么美！！师傅说是人都听戏，不听戏的是畜生，老爷子果然有先见之明！,剧情 爱情 同性
霸王别姬,浩瀚的中国历史，有多少这样的故事，怎么就只看到一个程蝶衣呢？,剧情 爱情 同性
霸王别姬,第一次看时就觉得压抑，很多年后第二次看，反倒觉得是悲凉更胜。虞姬别过霸王，霸王对着戏台唱出一声“来了”时，我心都要碎了。在烧毁一切牛鬼蛇神的大火前，跪在地上求饶的霸王，先是别过舞台上的虞姬，再是别过现实中的虞姬，成全了一根绳子和一把宝剑。人得自个成全自个，可世上的事哪那么多成全？,剧情 爱情 同性
霸王别姬,哥哥的经典之作！！！一定要看的！,剧情 爱情 同性
霸王别姬,人生仿若一出戏，怎奈何...霸王别姬。,剧情 爱情 同性
霸王别姬,最喜欢的电影，没有之一,剧情 爱情 同性
霸王别姬,不疯魔，不成活。                                 说好的一辈子，少一天，少一个时辰，都不是一辈子。                       程蝶衣真是绝色，虞姬是真虞姬，霸王却是个假霸王。,剧情 爱情 同性
霸王别姬,芳华委地，碾落成泥。无非都是姹紫嫣红开遍，都赋予了断壁残垣。时代如此葬送了一代人，葬送了曾经的魂，程与段，不过都是无声洪流中的碎片。,剧情 爱情 同性
霸王别姬,《霸王别姬》，一部接近三个小时的电影，却涵盖了中国从近代到现代的历史演变，不得不说是一部难得的另类历史剧。,剧情 爱情 同性
霸王别姬,一辈子就是一辈子，少一年一月一天一个时辰都不是一辈子,剧情 爱情 同性
霸王别姬,目前为止我看过的最好的中国电影 没有之一 因为看介绍是同性类型的还一直迟迟不敢看怕接受不了 后来又听室友说和历史有关就看了 真的很赞 欠这部一篇长评 一定会写的 我最近实在是太懒了😝,剧情 爱情 同性
霸王别姬,或许我们只因入戏太深，曾记否，那年的冰糖葫芦和你如花的生命,剧情 爱情 同性
霸王别姬,文革中六亲不认，人格扭曲更是展现到了极致。,剧情 爱情 同性
霸王别姬,无法超越的经典，心疼程蝶衣，虞姬和假霸王永远不可能在一起。,剧情 爱情 同性
霸王别姬,完美的电影 一个向往世俗 一个成疯成魔 最终都被时代践踏了,剧情 爱情 同性
霸王别姬,12年后再看《霸王别姬》。在大银幕前，看老旧胶片丝丝作响，怀念张国荣，也怀念某种值得讴歌的自由与尊严。那种疯魔的戏痴啊，终于也被折磨出崩溃境地，让这荒唐世道显得难堪如斯。这次看，觉得最真性情的，还得加一个菊仙，真是差点忘了她的好。,剧情 爱情 同性
霸王别姬,一辈子就是一辈子，差一年，一个月，一天，一个时辰，都不算一辈子。,剧情 爱情 同性
霸王别姬,这部电影在历史的细节上挖掘得很细腻，情感也很丰富，对于中国的变迁表现得也很棒。还有张国荣、巩俐等演得相当棒。,剧情 爱情 同性
霸王别姬,国粹经典，扭曲的人生。哥哥把人生如戏、戏如人生的哲学演绎得入木三分。他凭借精湛的演技和高度敬业的投入把程蝶衣这个不疯魔不成活的角色演绎得淋漓尽致。,剧情 爱情 同性
霸王别姬,和末代皇帝对比着看的，觉得还是霸王别姬更好看，虽然都是大时代背景，霸王别姬更注重人物刻画，即使是在极端政治条件下，个人的生活也应该是第一位的,剧情 爱情 同性
霸王别姬,似懂非懂，菊仙才是真正的霸王，敢爱敢恨，扛得住事,剧情 爱情 同性
霸王别姬,段小楼成全了程蝶衣一次，蝶衣却成全了小楼一辈子。小楼的不能坚持，不是因为菊仙，就算没菊仙，也还会有各种别的原因。真正的原因是他自己的不敢。怎么敢在凡人堆儿里回应蝶衣的期待……直到那泣不成声的质问，才暴露那份儿心底里的在乎。,剧情 爱情 同性
霸王别姬,4K修复香港首映，大银幕一刷@ 香港文化中心，4.5，太痛。有些戏现场的年轻人看了能笑出来我觉得他们是幸福的。我自己再年轻点儿时看感触也不那么深，现在再看沉重至极。今年的国庆档同个导演有新戏上，今日昨日一对比愈发惘然｜首标早于150815，未打星,剧情 爱情 同性
霸王别姬,终于从头到尾刷了一遍。电影本身简直是满分，陈凯歌大概真是拍这部片的时候把一辈子的艺术才华都透支了。然而作为相对还算熟悉京剧和近现代史的观众，实在觉得故事假到分分钟出戏，主要人物也喜欢不起来。顺便张国荣学戏是下了苦功，可惜还是生硬。真正让人惊艳的是少年小豆子，一查果然是正经科班。,剧情 爱情 同性
霸王别姬,一辈子只唱一段京戏，只扮演一个角色。陈凯歌的颠覆之作。,剧情 爱情 同性
霸王别姬,看了很多遍。原著小说同样精彩。【2020.2.17.他没看过，陪他重看，时代变迁、个人命运，华语电影难以重现的巅峰之作】,剧情 爱情 同性
霸王别姬,你说我们的戏再搭一场唱给谁听。心里的往事没有头，也没有尾的死在那里。我想他肯定想问他句。如果这生我是女儿身，是否能走到缘分内。我想他肯定想再问他句。说到下辈子，我们再唱虞姬霸王。,剧情 爱情 同性
霸王别姬,#SIFF 好多时候分不清在戏内还是戏外。师傅说人敌不过天命，一点不假。这两个人，终究只能是一曲乱世悲歌。,剧情 爱情 同性
霸王别姬,我本是男儿郎，又不是女娇娥。虞姬是真虞姬，霸王却是假霸王。永远的哥哥。,剧情 爱情 同性
霸王别姬,黄药师大战天山童姥,剧情 爱情 同性
霸王别姬,大陆不多的关于同性恋的经典。这部电影告诉我们，只要剧本好，导演不重要！,剧情 爱情 同性
霸王别姬,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。,剧情 爱情 同性
霸王别姬,「說好的是一輩子，差一年、一個月、一天、一個時辰，都不算一輩子。」有多麼棒是言語無法形容的。想為蝶衣嚥下最後一口氣，我想這部是我一生最難走出去的電影。,剧情 爱情 同性
霸王别姬,我们最爱的是你那份决绝，最痛也是那份决绝。,剧情 爱情 同性
霸王别姬,……陈导您都拍得出这样的片子，到底吃错了什么药，才能搞出无极这种东西啊TAT,剧情 爱情 同性
霸王别姬,后面有点凌乱。编剧大赞,剧情 爱情 同性
霸王别姬,這電影和阿甘正傳同期　是相映成趣也是一種精妙的巧合　同樣是戰後的文化革命　嬉皮士運動看起來輕描淡寫　而文革血雨腥風　然美國被動轉的是200年新教倫理下的保守主義　而中國被撼動的是三千年來宗法倫理下的賢良主義　直至今天　保守派依然飽受意識形態鬥爭的困擾　左派文化革命的腳步　永不停歇,剧情 爱情 同性
霸王别姬,陈唯一可以看的影片.,剧情 爱情 同性
霸王别姬,作为一名伪文艺青年，当被别人问及中国最伟大的电影是哪部时，可以说是张国荣或李碧华的、总之一定不要说是陈凯歌的《霸王别姬》。,剧情 爱情 同性
霸王别姬,陈凯歌最好的电影，张国荣非常惊艳。,剧情 爱情 同性
霸王别姬,陈凯歌神灵附体了折腾出这么一部。每个镜头的构图和光影都绝了，等了30年等到uhd问世才欣赏了这部作品，真值！霸王一直是个怂包，菊仙颇有气概可惜鲜花插在了牛粪上，疯魔的蝶衣最终和虞姬灵肉合一，登峰造极。时代的车轮滚滚，无论哪朝哪代，戏在唱，人在活，只可惜了美人菊仙，活到人做不成人的时代，终究是绝了命,剧情 爱情 同性
霸王别姬,我心中永远的哥哥，因为某档综艺节目让我又重温了一遍，经典就是经典，永远都不会衰退。,剧情 爱情 同性
霸王别姬,戏如人生，人生如戏。,剧情 爱情 同性
霸王别姬,料想过它好，可没想过居然这么好，一部电影，故事，角色，演员，情感，内涵，光影，剪辑的运用。能有一方面做好便已经难得，而它居然全部都做到了。,剧情 爱情 同性
霸王别姬,哥哥，还用说别的吗？一场经典，在人生最繁华时落幕，愿你来生幸福安乐,剧情 爱情 同性
霸王别姬,"❶他们怎么成的角儿啊？得挨多少打呀？
❷一个个都他妈忠臣良将的模样⋯敢情欺负的还是中国人啊
❸这戏园子里头没有用手电筒晃人的规矩，连日本人也没那么闹过
❹甭管哪朝哪代，人家永远是爷，咱们不行
❺师傅，永没那日子了
❻你也不出来看看，这世上的戏都唱到哪一出了
❼汉兵已略低，四面楚声
❽我本是男儿郎，又不是女娇娥",剧情 爱情 同性
霸王别姬,绝。陈凯歌可以靠这个吃200年的饭。从一而终，什么是从一而终。什么是戏，什么是现实。时代的洪流下，我们究竟算是什么。,剧情 爱情 同性
霸王别姬,"9.25/10
情节编排非常赞，本子上等，分镜头一般，剪辑平庸。节奏和表演都一流。这情节的丰富程度令人发指啊！",剧情 爱情 同性
霸王别姬,虞姬是真虞姬，不疯魔不成活，人戏不分，戏终人终。霸王是假霸王，终看虞姬死于面前。,剧情 爱情 同性
霸王别姬,三星不是评给剧本身 是我自己看的感受…说实话 片子对于我越到后面越感觉有些冗长了…耐不下心来跳着看完的……看的时候觉得：角色选的真好，孩子们演的真入木三分，尤其蝶衣最初送去戏班子时的形像；蒋雯丽短短出场但演的生动…越到后面时代大背景下的内斗叫人感到无限悲哀…,剧情 爱情 同性
霸王别姬,到底是人太疯癫还是这世界太疯狂?不疯魔不成活，这番呆意痴情才会触及人心底，也只有哥哥张国荣，才会演出万人痴迷的程蝶衣。再看中国近代史，作为国人体会着其中的苦辣心酸，这段让人无奈悲哀伤痛的历史将人性和个人命运放大，看到的是满目疮痍满口嘘唏满心血泪。我恨世事无常，但更恨人性丧失!（重温,剧情 爱情 同性
霸王别姬,张国荣的这部《霸王别姬》是真的没得挑刺的！完美。（怎么说呢，虽然我看过不少同性题材电影，但其实我是不支持同性生活的，没办法，直女一枚）,剧情 爱情 同性
霸王别姬,纪念一下,剧情 爱情 同性
霸王别姬,又重新看了遍，注意其中一个细节：关师傅说只要有人，他们就得看戏，所以任朝代变迁、沧海桑田，戏都会演下去。关师傅预设了一个传统式的改朝换代模式，因此也没意识到民国其实已经跳出这个模式。在此影响下，程、段二人也都觉得共产党执政不过是又一次改朝换代，所以误判（或是没有能力意识到）新时代的强势和绝对性，造成悲剧；如果看做隐喻：就是他们所代表的传统在此时的彻底断绝。另，真是哀叹陈凯歌导演啊！,剧情 爱情 同性
霸王别姬,虽然确实在艺术技巧和成就上达到了相当的高度，虽然历史背景（尤其前三分之二）被淡化，但无处不在的象征和隐喻，使得小舞台的故事永远处在大时代的分形和镜像地位。虽然历史是第五代导演永恒的迷恋，但相比《活着》的通畅，本片还是显得矫情了。也不喜欢蝶衣性别认知错乱的太过弗洛伊德的情节设置。,剧情 爱情 同性
霸王别姬,陈凯歌把一辈子的才华都倾注在这儿了，所以我原谅后来的无极。,剧情 爱情 同性
霸王别姬,完美的电影,剧情 爱情 同性
霸王别姬,蕴含了太多种情感，每个角色都那么深刻，张国荣那神情真的绝了,剧情 爱情 同性
霸王别姬,各色人物举手投足间满是那个年代的风情。作为反文革的时代缩影作品，这部电影反映了一个世纪的历史。也是陈凯歌唯一登上神坛之作。,剧情 爱情 同性
霸王别姬,当爱已成往事,剧情 爱情 同性
霸王别姬,人纵有万般能耐，可终也敌不过天命啊。 那霸王风云一世，临到头，就剩下一匹马和一个女人还跟着他，霸王让乌骓马逃命，乌骓马不去。让虞姬走人，虞姬不肯。 那虞姬最后一次为霸王斟酒，最后一回为霸王舞剑，而后拔剑自刎，从一而终啊。记得有人说过，四百年才出一个张国荣。,剧情 爱情 同性
霸王别姬,戏里有戏，艺术电影天花板。建国后的那段故事，估计未来再也不会拍出来了,剧情 爱情 同性
霸王别姬,张国荣扭着旦角身段，说起话娇滴滴，笑起来酸溜溜，举手投足活脱一个训练有素的旧戏子。,剧情 爱情 同性
霸王别姬,南柯一梦,剧情 爱情 同性
霸王别姬,没看出来哪好,剧情 爱情 同性
霸王别姬,最懂蝶衣袁四爷。,剧情 爱情 同性
霸王别姬,张国荣这……气场啊……我……一口血……,剧情 爱情 同性
霸王别姬,再看霸王别姬，其实这部片子还有一个切入点，就是可以深入研究一下台词对人物的造型作用。寥寥几语，人物就立起来了，人物立起来了，戏自然就活了。,剧情 爱情 同性
霸王别姬,1993年戛纳金棕榈大奖，国际影评人大奖。华语电影唯一一枝金棕榈，陈凯歌同学笑傲多年的资本。确实是华语电影的巅峰之作，以京剧为剧情发展的主线，比《活着》更具艺术性，给人印象也更深刻，特别是张国荣的倾情演出。但片尾曲真的适合这样一部电影吗，虽然不难听，但有点不搭调啊,剧情 爱情 同性
霸王别姬,大概全世界就我一个觉得演技一般吧…,剧情 爱情 同性
霸王别姬,虽长达近三个小时，可由于被分成少年学戏、日据时代、抗日胜利到解放以后四个历史阶段，每个时段所能分摊的实际叙事时长必然相对有限，使得作为重要载体的京剧艺术的魅力展示反显短促苍白——不妨对比红菱艳之于芭蕾舞，甚至本应作为重头戏呈现的段小楼与程蝶衣如何走红过程更被彻底跳过？那些间或出现的舞台表演片段，更像为借助戏文台词与角色境遇形成互文发表评论，叙事意图远大于艺术欣赏。而所有这些涉及专业领域的叙事效能不足，导致了主要角色间本该呈现的某种复杂纠结的矛盾冲突被退格为简单粗暴的道德控罪！比如，段的霸王确实是好，以至程蝶衣不仅情感更因专业才对其难舍难离，即使戏痴袁四爷的出现；小四在暴走夺角虞姬前，也曾秀过专业技能，的确有模有样，风采直追程蝶衣……陈凯歌为啥不这样去拍？因为他并不真爱京剧，他只是在借戏控罪。,剧情 爱情 同性
霸王别姬,好久之前看得，中国电影史上不可错过的经典,剧情 爱情 同性
霸王别姬,可怜你入戏太深，而他始终是戏外人。你爱的是他还不是他。。,剧情 爱情 同性
霸王别姬,经典之作，哥哥的代表作了吧,剧情 爱情 同性
霸王别姬,不疯魔不成活,剧情 爱情 同性
霸王别姬,2023.11.10 在武汉大学梅园操场 和最好的朋友一起 看完泪流满面,剧情 爱情 同性
霸王别姬,到底有多好看。。。我就奇了怪了。半⭐,剧情 爱情 同性
霸王别姬,"2020.11.14 第一遍
没舍得快进一分钟，慢慢看完蝶衣和小楼经历几个时代转变的悲哀，没想到，没抗住的是新社会",剧情 爱情 同性
